case;TRAIN;;339;0.187811634;;
;;;1466;;;
Cuenta de CHECKUP_RULE_OUT_HIV;Etiquetas de columna;;;;;
Etiquetas de fila;NO;YES;Total general;;;
;;;;18;103;121
;;;;34;87;122
;;;;4;110;114
;;;;29;86;114
;;;;26;62;89
;;;;10;93;102
;;;;0;105;105
;;;;5;110;115
;;;;11;120;131
;;;;7;122;129
;;;;17;332;349
;;;;7;116;123
;;;;7;113;120
;;;;10;100;110
;;;;4;76;80
;;;;17;133;150
;;;;16;80;96
;;;;5;122;127
;;;;3;90;93
;;;;1;145;146
;;;;6;129;134
;;;;3425;21988;25413
