"","variables","year","AGE_MOTHER","prop","prop_low","prop_upp","WEALTH_INDEX","RELATIONSHIP_HOUSEHOLD_HEAD","TYPE_PLACE_RESIDENCE","HOUSEHOLD_MEMBERS","ETHNICITY","DEPARTMENT","EDUCATION_LEVEL","NATURAL_REGION","KNOW_STD","KNOW_STD_SYMPTOM","CHECKUP_RULE_OUT_SYPHILIS","CHECKUP_RULE_OUT_HIV","PRENATAL_ATTENTION_PROFESSIONAL_LEVEL","INTENDED_PREGNANCY","FIRST_PRENATAL_VISIT","NUMBER_PRENATAL_VISITS","PRENATAL_ATTENTION_PLACE","HAVE_STD_SYMPTOM","KNOW_MTCT_HIV_DURING_PREGNANCY","KNOW_MTCT_HIV_DURING_CHILDBIRTH","KNOW_MTCT_HIV_DURING_BREASTFEEDING","KNOW_MTCT_HIV","HEALTH_INSURANCE","CURRENT_MARITAL_STATUS"
"72","WEALTH_INDEX",2021,NA,0.228557448884715,0.219278430612449,0.238109365893235,"POOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","WEALTH_INDEX",2021,NA,0.220173570655217,0.211939248675509,0.228634997823447,"POOREST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","WEALTH_INDEX",2021,NA,0.184201424507859,0.175036006593925,0.19373406530487,"RICH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","WEALTH_INDEX",2021,NA,0.151650834326304,0.14326324558804,0.160437528813372,"RICHEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","WEALTH_INDEX",2018,NA,0.20223545530556,0.194074865996226,0.210649497452077,"MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","WEALTH_INDEX",2018,NA,0.229385361060935,0.22034665195913,0.238681334515105,"POOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","WEALTH_INDEX",2018,NA,0.233146256596591,0.224552384967007,0.241966398092784,"POOREST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","WEALTH_INDEX",2018,NA,0.175714680442302,0.167586384777522,0.184150000389052,"RICH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","WEALTH_INDEX",2018,NA,0.159518246638617,0.150340471360452,0.169144758580886,"RICHEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","WEALTH_INDEX",2013,NA,0.221619723547209,0.205619398371365,0.238491319612906,"MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
